price,bedrooms,bathrooms,toilets,parking_space,title,town,state
65000000,4,4,5,6,Detached Duplex,Port Harcourt,Rivers
450000000,6,6,7,1,Semi Detached Duplex,Apo,Abuja
155000000,6,6,7,6,Detached Duplex,Isheri North,Lagos
450000000,6,6,7,4,Detached Duplex,Victoria Island (VI),Lagos
30000000,3,3,3,4,Semi Detached Bungalow,Ajah,Lagos
20200000,4,4,4,1,Detached Bungalow,Ikorodu,Lagos
1300000000,6,6,7,6,Detached Duplex,Ikoyi,Lagos
150000000,5,5,6,3,Detached Duplex,Lekki,Lagos
65000000,4,4,5,3,Terraced Duplexes,Lekki,Lagos
30000000,3,3,4,2,Terraced Duplexes,Lekki,Lagos
12500000,3,3,4,1,Detached Bungalow,Ifako-Ijaiye,Lagos
170000000,5,5,6,5,Detached Duplex,Lekki,Lagos
72000000,4,4,5,3,Detached Bungalow,Ajah,Lagos
120000000,7,7,9,2,Detached Duplex,Lokogoma District,Abuja
155000000,5,5,6,4,Terraced Duplexes,Mabushi,Abuja
75000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
95000000,5,4,6,4,Detached Duplex,Lekki,Lagos
95000000,5,6,6,4,Detached Duplex,Lekki,Lagos
30000000,4,4,5,4,Terraced Duplexes,Galadimawa,Abuja
200000000,7,7,8,7,Detached Duplex,Guzape District,Abuja
25000000,3,3,4,5,Detached Bungalow,Lugbe District,Abuja
50000000,4,4,5,4,Detached Duplex,Isheri North,Lagos
900000000,6,5,5,4,Detached Duplex,Ikoyi,Lagos
250000000,4,5,5,4,Detached Duplex,Lekki,Lagos
65000000,3,3,4,1,Terraced Duplexes,Lekki,Lagos
67000000,5,4,5,4,Semi Detached Duplex,Lekki,Lagos
46000000,4,5,5,4,Semi Detached Duplex,Ajah,Lagos
230000000,6,6,7,1,Detached Duplex,Kaura,Abuja
33000000,2,2,3,2,Block of Flats,Lekki,Lagos
170000000,4,4,5,4,Detached Duplex,Ikoyi,Lagos
30000000,3,4,4,4,Detached Bungalow,Ibeju Lekki,Lagos
65000000,3,3,4,4,Terraced Duplexes,Ajah,Lagos
60000000,4,4,4,4,Detached Duplex,Lekki,Lagos
120000000,7,7,9,1,Detached Duplex,Ikotun,Lagos
50000000,5,6,6,5,Detached Bungalow,Port Harcourt,Rivers
65000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
12500000,3,3,4,3,Detached Bungalow,Ifako-Ijaiye,Lagos
35000000,4,5,5,4,Detached Bungalow,Yaba,Lagos
65000000,4,4,4,4,Detached Duplex,Ajah,Lagos
50000000,9,1,9,9,Detached Duplex,Ojo,Lagos
1500000000,9,1,1,2,Detached Duplex,Maitama District,Abuja
65000000,3,3,3,5,Detached Bungalow,Kubwa,Abuja
300000000,5,5,6,4,Detached Duplex,Lekki,Lagos
70000000,4,5,5,4,Semi Detached Duplex,Arepo,Ogun
12000000,3,3,4,1,Detached Bungalow,Ikorodu,Lagos
49000000,5,5,6,6,Semi Detached Duplex,Ibeju Lekki,Lagos
45000000,5,5,5,4,Detached Duplex,Ajah,Lagos
75000000,4,5,5,4,Detached Duplex,Lekki,Lagos
1600000000,6,5,5,4,Detached Duplex,Ikoyi,Lagos
65000000,4,5,5,5,Detached Duplex,Ajah,Lagos
80000000,5,6,7,5,Detached Duplex,Ikeja,Lagos
300000000,5,5,6,6,Detached Duplex,Lekki,Lagos
58000000,4,5,5,4,Semi Detached Duplex,Lekki,Lagos
45000000,3,3,4,3,Semi Detached Duplex,Ojodu,Lagos
37000000,3,5,5,4,Semi Detached Duplex,Lekki,Lagos
700000000,6,6,7,1,Detached Duplex,Maitama District,Abuja
110000000,5,5,6,4,Detached Duplex,Magodo,Lagos
67000000,4,4,5,4,Terraced Duplexes,Wuye,Abuja
160000000,1,1,2,1,Block of Flats,Lekki,Lagos
95000000,5,5,6,5,Detached Duplex,Lekki,Lagos
400000000,5,5,6,8,Detached Duplex,Lekki,Lagos
105000000,4,4,5,4,Terraced Duplexes,Guzamala,Borno
110000000,4,4,5,1,Detached Duplex,Karsana,Abuja
120000000,1,1,2,1,Block of Flats,Ajah,Anambara
38000000,3,3,4,4,Detached Bungalow,Lugbe District,Abuja
190000000,5,5,6,4,Detached Duplex,Lekki,Lagos
110000000,4,4,5,4,Terraced Duplexes,Ikeja,Lagos
165000000,3,3,3,4,Block of Flats,Ikoyi,Lagos
70000000,5,5,6,4,Detached Duplex,Ajah,Lagos
57000000,5,5,6,3,Detached Duplex,Agege,Lagos
30000000,3,4,4,6,Detached Bungalow,Lugbe District,Abuja
80000000,5,5,6,1,Detached Duplex,Ajah,Lagos
180000000,5,5,6,4,Detached Duplex,Lekki,Lagos
25000000,2,2,2,5,Detached Bungalow,Ikorodu,Lagos
35000000,5,5,6,4,Detached Duplex,Asaba,Delta
1400000000,6,6,7,4,Detached Duplex,Ikoyi,Lagos
40000000,3,2,2,2,Detached Bungalow,Yaba,Lagos
37000000,3,3,4,3,Block of Flats,Lekki,Lagos
75000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
26500000,3,4,5,2,Terraced Duplexes,Ajah,Lagos
35000000,5,3,3,5,Detached Bungalow,Isolo,Lagos
1400000000,6,7,7,4,Detached Duplex,Ikoyi,Lagos
75000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
15000000,2,5,5,4,Detached Bungalow,Ajah,Lagos
200000000,5,5,6,4,Detached Duplex,Lekki,Lagos
1600000000,5,5,6,2,Terraced Duplexes,Durumi,Abuja
35000000,2,3,3,2,Terraced Duplexes,Ajah,Lagos
80000000,4,4,5,3,Detached Duplex,Lekki,Lagos
120000000,4,5,5,6,Detached Duplex,Lekki,Lagos
126000000,4,4,5,4,Detached Duplex,Ikeja,Lagos
15000000000,4,5,5,4,Block of Flats,Ikoyi,Lagos
65000000,5,5,5,4,Detached Bungalow,Lekki,Lagos
181000000,4,5,5,4,Semi Detached Duplex,Maitama District,Abuja
210000000,5,5,6,5,Semi Detached Duplex,Kaura,Abuja
90000000,4,4,5,6,Detached Duplex,Lekki,Lagos
76000000,4,5,4,4,Semi Detached Duplex,Lekki,Lagos
130000000,4,4,5,6,Detached Duplex,Port Harcourt,Rivers
28000000,3,2,3,3,Detached Bungalow,Ajah,Lagos
120000000,3,4,4,3,Semi Detached Bungalow,Maitama District,Abuja
78000000,6,6,6,4,Block of Flats,Surulere,Lagos
75000000,4,4,5,3,Detached Duplex,Lekki,Lagos
140000000,5,5,5,4,Detached Duplex,Lekki,Lagos
330000000,5,5,5,4,Detached Duplex,Lekki,Lagos
410000000,8,8,9,4,Detached Duplex,Lekki,Lagos
500000000,7,5,5,4,Detached Duplex,Victoria Island (VI),Lagos
75000000,4,4,5,4,Detached Duplex,Ajah,Lagos
320000000,5,6,7,6,Detached Duplex,Ikoyi,Lagos
60000000,4,5,5,4,Semi Detached Duplex,Lekki,Lagos
198000000,5,6,6,1,Detached Duplex,Lekki,Lagos
150000000,5,5,6,4,Detached Duplex,Lekki,Lagos
85000000,5,5,6,3,Detached Duplex,Lekki,Lagos
40000000,2,2,3,5,Block of Flats,Paikoro,Niger
235000000,5,5,6,4,Detached Duplex,Magodo,Lagos
165000000,4,4,5,4,Detached Duplex,Victoria Island (VI),Lagos
80000000,4,2,2,4,Detached Bungalow,Ibadan,Oyo
75000000,4,4,5,4,Terraced Duplexes,Jahi,Abuja
42000000,4,4,5,3,Semi Detached Duplex,Lekki,Lagos
400000000,5,5,6,4,Detached Duplex,Lekki,Lagos
13000000,3,3,3,4,Semi Detached Bungalow,Kurudu,Abuja
15000000,4,5,5,4,Block of Flats,Ogijo,Ogun
90000000,5,5,6,5,Detached Duplex,Lekki,Lagos
130000000,5,5,6,4,Detached Duplex,Lekki,Lagos
70000000,4,4,5,2,Semi Detached Duplex,Lekki,Anambara
75000000,4,4,5,4,Detached Duplex,Lekki,Lagos
80000000,6,6,6,4,Terraced Duplexes,Wuye,Abuja
120000000,5,5,6,4,Detached Duplex,Lekki,Lagos
100000000,5,5,5,4,Detached Duplex,Lekki,Lagos
85000000,4,4,5,1,Detached Duplex,Life Camp,Abuja
18000000,3,3,3,3,Terraced Bungalow,Ipaja,Lagos
250000000,5,5,6,5,Detached Duplex,Magodo,Lagos
260000000,4,5,5,4,Semi Detached Duplex,Ikoyi,Lagos
75000000,5,5,6,5,Detached Duplex,Lekki,Lagos
48000000,5,5,6,5,Detached Duplex,Ajah,Lagos
16000000,2,6,4,6,Detached Bungalow,Ikorodu,Lagos
60000000,5,6,6,8,Detached Duplex,Ajah,Lagos
8000000,2,2,3,4,Terraced Duplexes,Mowe Town,Ogun
3000000,2,5,5,4,Semi Detached Bungalow,Ikotun,Lagos
70000000,5,5,6,4,Detached Duplex,Lekki,Lagos
160000000,4,5,5,4,Terraced Duplexes,Utako,Abuja
85000000,5,5,5,4,Detached Duplex,Apapa,Lagos
120000000,5,5,6,7,Detached Duplex,Lekki,Lagos
120000000,4,4,5,7,Detached Duplex,Lekki,Lagos
95000000,5,5,6,3,Detached Duplex,Lekki,Lagos
160000000,5,5,6,4,Detached Duplex,Lekki,Lagos
76000000,4,4,5,2,Semi Detached Duplex,Lekki,Lagos
25000000,5,6,6,4,Detached Duplex,Ikorodu,Lagos
98000000,5,5,6,8,Detached Duplex,Lekki,Lagos
90000000,3,3,4,3,Detached Bungalow,Surulere,Lagos
165000000,5,5,6,4,Semi Detached Duplex,Lekki,Lagos
75000000,5,6,6,4,Terraced Duplexes,Utako,Abuja
75000000,4,5,5,4,Semi Detached Duplex,Lekki,Lagos
70000000,4,4,5,4,Terraced Duplexes,Lekki,Lagos
22207500,3,3,4,2,Semi Detached Bungalow,Ibeju Lekki,Lagos
45000000,4,4,5,2,Terraced Duplexes,Lekki,Lagos
150000000,5,5,5,4,Detached Duplex,Kaura,Abuja
70000000,4,4,5,3,Terraced Duplexes,Durumi,Abuja
75000000,4,5,5,4,Detached Duplex,Ibeju Lekki,Lagos
390000000,4,4,5,4,Block of Flats,Ikoyi,Lagos
5500000,2,2,2,1,Detached Bungalow,Ifo,Ogun
190000000,4,4,5,4,Detached Duplex,Ikoyi,Lagos
22000000,2,5,5,4,Block of Flats,Ipaja,Lagos
500000000,5,5,6,3,Detached Duplex,Wuse 2,Abuja
450000000,5,5,6,5,Semi Detached Duplex,Ikoyi,Lagos
38000000,3,5,4,4,Terraced Duplexes,Ajah,Lagos
140000000,5,5,6,5,Detached Duplex,Gwarinpa,Abuja
70000000,9,9,1,1,Detached Duplex,Isolo,Lagos
300000000,5,5,6,4,Detached Bungalow,Lekki,Lagos
17800000,2,2,3,2,Block of Flats,Ajah,Lagos
29000000,2,2,3,2,Block of Flats,Lekki,Lagos
125000000,4,5,5,4,Detached Duplex,Durumi,Abuja
90000000,4,4,5,4,Detached Duplex,Lekki,Lagos
32000000,4,4,4,6,Detached Duplex,Ikorodu,Lagos
60000000,4,4,5,4,Detached Duplex,Ajah,Lagos
85000000,4,4,5,3,Detached Duplex,Ikeja,Lagos
165000000,5,6,6,4,Detached Duplex,Lekki,Lagos
13000000,2,2,3,4,Semi Detached Bungalow,Ibeju Lekki,Lagos
175000000,4,4,5,4,Detached Duplex,Victoria Island (VI),Lagos
1300000000,6,6,7,6,Detached Duplex,Ikoyi,Lagos
1500000,4,4,5,4,Block of Flats,Ikoyi,Lagos
46000000,3,3,3,3,Terraced Duplexes,Lekki,Lagos
500000000,6,8,8,2,Detached Duplex,Victoria Island (VI),Lagos
60000000,5,6,7,5,Detached Duplex,Lekki,Lagos
49000000,4,4,5,6,Detached Duplex,Lekki,Lagos
180000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
300000000,5,5,6,8,Detached Duplex,Lekki,Lagos
49000000,5,5,6,6,Semi Detached Duplex,Ibeju Lekki,Lagos
61000000,4,4,5,4,Detached Duplex,Ajah,Lagos
80000000,4,4,5,5,Detached Duplex,Ajah,Lagos
125000000,5,5,6,4,Detached Duplex,Lekki,Lagos
80000000,5,5,6,4,Detached Duplex,Lekki,Lagos
46000000,4,5,5,4,Terraced Duplexes,Lekki,Lagos
350000000,5,5,6,4,Detached Duplex,Lekki,Lagos
250000000,7,7,8,8,Detached Duplex,Port Harcourt,Rivers
350000000,5,5,6,4,Detached Duplex,Lekki,Lagos
60000000,4,4,5,3,Detached Duplex,Ajah,Lagos
330000000,5,5,6,4,Terraced Duplexes,Victoria Island (VI),Lagos
350000000,5,5,6,4,Detached Duplex,Lekki,Lagos
95000000,5,5,6,4,Detached Duplex,Ajah,Lagos
75000000,4,4,5,4,Detached Duplex,Lekki,Lagos
60000000,4,4,4,4,Detached Duplex,Isheri North,Lagos
72000000,5,6,6,5,Detached Duplex,Ajah,Lagos
55000000,4,4,5,4,Detached Duplex,Lekki,Lagos
38900000,4,4,5,4,Terraced Duplexes,Kubwa,Abuja
900000000,1,1,1,7,Detached Duplex,Maitama District,Abuja
45000000,4,4,5,2,Terraced Duplexes,Lekki,Lagos
35000000,5,4,4,1,Detached Duplex,Alimosho,Lagos
20000000,4,4,5,5,Detached Bungalow,Port Harcourt,Rivers
850000000,5,5,5,6,Detached Duplex,Ikoyi,Lagos
50000000,5,5,5,4,Detached Duplex,Ikeja,Lagos
150000000,6,7,6,7,Detached Duplex,Isheri North,Lagos
900000000,4,4,5,1,Terraced Duplexes,Maitama District,Abuja
45000000,4,4,5,4,Semi Detached Duplex,Ajah,Lagos
65000000,4,5,5,4,Detached Duplex,Ajah,Lagos
250000000,5,5,6,4,Detached Duplex,Ikeja,Lagos
185000000,5,6,6,5,Detached Duplex,Magodo,Lagos
75000000,5,5,6,7,Detached Duplex,Lekki,Lagos
60000000,4,5,6,3,Semi Detached Duplex,Lekki,Lagos
240000000,3,3,4,4,Block of Flats,Wuye,Abuja
80000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
85000000,3,5,5,4,Terraced Duplexes,Garki,Abuja
83000000,4,4,5,4,Detached Duplex,Lekki,Lagos
135000000,6,6,6,4,Detached Duplex,Isheri North,Lagos
58800000,3,3,4,2,Detached Duplex,Ibeju Lekki,Lagos
60000000,4,4,4,4,Terraced Duplexes,Karmo,Abuja
90000000,4,5,5,4,Terraced Duplexes,Lekki,Lagos
165000000,5,5,6,8,Detached Duplex,Lekki,Lagos
25000000,5,5,6,4,Detached Duplex,Magodo,Lagos
39136500,4,4,5,4,Terraced Bungalow,Lekki,Anambara
67000000,5,4,5,3,Detached Duplex,Lekki,Lagos
165000000,5,5,5,4,Detached Duplex,Lekki,Lagos
120000000,5,6,4,4,Detached Duplex,Lekki,Lagos
100000000,5,5,6,2,Detached Duplex,Lekki,Lagos
35000000,2,3,3,4,Terraced Duplexes,Lekki,Lagos
300000000,5,6,7,4,Detached Duplex,Lekki,Lagos
55000000,4,4,5,4,Terraced Duplexes,Lekki,Lagos
770000000,1,1,1,1,Detached Duplex,Maitama District,Abuja
40000000,4,5,6,3,Detached Duplex,Lekki,Lagos
30000000,3,3,4,4,Detached Duplex,Ibeju Lekki,Lagos
40000000,4,4,4,8,Detached Duplex,Ifako-Ijaiye,Lagos
40000000,3,3,4,4,Terraced Duplexes,Lekki,Lagos
28000000,3,5,5,4,Detached Bungalow,Lekki,Lagos
135000000,4,4,5,3,Terraced Duplexes,Victoria Island (VI),Lagos
70000000,5,6,6,6,Detached Duplex,Lekki,Lagos
700000000,4,5,5,1,Semi Detached Duplex,Victoria Island (VI),Lagos
85000000,3,2,3,2,Semi Detached Duplex,Lekki,Lagos
40000000,3,3,4,3,Block of Flats,Lekki,Lagos
70000000,9,9,1,1,Detached Duplex,Isolo,Lagos
74000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
22500000,2,2,3,3,Block of Flats,Guzape District,Abuja
125000000,5,6,6,4,Detached Duplex,Lekki,Lagos
200000000,9,9,1,1,Detached Duplex,Port Harcourt,Rivers
150000000,5,5,5,1,Detached Duplex,Ikeja,Lagos
70000000,5,5,6,5,Detached Duplex,Lekki,Lagos
57000000,4,4,5,2,Terraced Duplexes,Lekki,Lagos
65000000,4,5,5,4,Semi Detached Duplex,Lekki,Lagos
400000000,5,5,6,6,Detached Duplex,Lekki,Lagos
76000000,4,4,5,3,Detached Duplex,Ajah,Lagos
57000000,4,3,4,6,Detached Bungalow,Alimosho,Lagos
140000000,5,5,6,4,Detached Duplex,Lekki,Lagos
90000000,5,6,6,3,Detached Duplex,Lekki,Lagos
170000000,4,4,5,4,Detached Duplex,Kaura,Abuja
35000000,4,4,5,5,Detached Bungalow,Port Harcourt,Rivers
160000000,5,5,6,5,Detached Duplex,Lekki,Lagos
30000000,2,1,1,4,Block of Flats,Owerri Municipal,Imo
90000000,5,5,6,6,Detached Duplex,Lekki,Lagos
130000000,5,5,5,4,Detached Duplex,Lekki,Lagos
50000000,4,5,5,3,Terraced Duplexes,Lekki,Lagos
50000000,4,4,5,4,Detached Duplex,Lekki,Lagos
90000000,4,4,5,4,Detached Duplex,Lekki,Lagos
110000000,4,4,5,3,Detached Duplex,Ikeja,Lagos
40000000,3,2,2,4,Detached Bungalow,Ibadan,Oyo
85000000,5,5,6,5,Detached Duplex,Lekki,Lagos
35000000,3,4,4,5,Detached Bungalow,Lokogoma District,Abuja
60000000,4,4,5,5,Detached Duplex,Owerri Municipal,Imo
16000000,3,3,4,4,Semi Detached Bungalow,Ibeju Lekki,Lagos
450000000,6,6,7,4,Detached Duplex,Victoria Island (VI),Lagos
120000000,4,5,5,4,Detached Duplex,Lekki,Lagos
180000000,4,4,5,4,Detached Duplex,Lekki,Lagos
230000000,4,4,5,3,Semi Detached Duplex,Ikoyi,Lagos
60000000,4,4,5,4,Terraced Duplexes,Katampe,Abuja
950000000,6,6,7,5,Detached Duplex,Ikoyi,Lagos
85000000,4,4,4,4,Detached Duplex,Lekki,Lagos
35000000,2,2,3,4,Terraced Duplexes,Ajah,Lagos
60000000,4,4,5,4,Terraced Duplexes,Wuye,Abuja
32900000,4,5,5,2,Terraced Duplexes,Karsana,Abuja
750000000,5,5,6,4,Detached Duplex,Ikoyi,Lagos
80000000,5,5,6,6,Detached Duplex,Lekki,Lagos
60000000,4,4,5,4,Detached Duplex,Ajah,Lagos
350000000,9,1,1,2,Detached Duplex,Port Harcourt,Rivers
90000000,5,5,6,4,Detached Duplex,Lekki,Lagos
750000000,6,7,7,7,Detached Duplex,Maitama District,Abuja
60000000,5,5,6,2,Detached Duplex,Ajah,Lagos
75000000,4,4,5,3,Detached Duplex,Lekki,Lagos
25000000,6,6,6,4,Block of Flats,Owerri West,Imo
150000000,5,5,6,4,Detached Duplex,Lekki,Lagos
200000000,5,5,6,4,Detached Duplex,Lekki,Lagos
100000000,5,5,6,5,Detached Duplex,Lekki,Lagos
450000000,5,5,5,4,Detached Duplex,Lekki,Lagos
110000000,5,5,6,5,Detached Duplex,Lekki,Lagos
150000000,5,5,6,4,Detached Duplex,Lekki,Lagos
35000000,3,3,4,4,Block of Flats,Jahi,Abuja
28000000,3,4,4,4,Detached Bungalow,Galadimawa,Abuja
120000000,5,5,5,4,Detached Duplex,Lekki,Lagos
90000000,4,4,5,4,Semi Detached Duplex,Enugu,Enugu
50000000,4,5,4,3,Terraced Duplexes,Lekki,Lagos
53000000,4,5,5,4,Detached Duplex,Lekki,Lagos
230000000,5,6,6,1,Detached Duplex,Wuse,Abuja
45000000,4,5,5,4,Block of Flats,Shomolu,Lagos
150000000,6,5,5,4,Detached Duplex,Surulere,Lagos
65000000,4,5,5,4,Semi Detached Duplex,Lekki,Lagos
80000000,4,4,5,4,Detached Duplex,Ajah,Lagos
450000000,6,6,7,4,Detached Duplex,Victoria Island (VI),Lagos
135000000,5,7,7,8,Detached Duplex,Gwarinpa,Abuja
115000000,5,6,6,4,Detached Duplex,Lekki,Lagos
650000000,5,5,6,4,Detached Duplex,Victoria Island (VI),Lagos
125000000,4,5,5,4,Terraced Duplexes,Guzape District,Abuja
90000000,4,4,5,4,Terraced Duplexes,Lekki,Lagos
45000000,4,4,5,4,Semi Detached Duplex,Ajah,Lagos
450000000,5,5,6,4,Semi Detached Duplex,Ikoyi,Lagos
140000000,5,5,6,4,Detached Duplex,Lekki,Lagos
95000000,4,5,5,2,Terraced Duplexes,Lekki,Lagos
120000000,5,5,6,2,Detached Duplex,Port Harcourt,Rivers
75000000,5,5,6,4,Semi Detached Duplex,Wuye,Abuja
135000000,5,5,6,6,Detached Duplex,Ikeja,Lagos
170000000,5,5,6,4,Detached Duplex,Ajah,Lagos
48000000,4,4,5,4,Terraced Duplexes,Gaduwa,Abuja
35000000,2,2,3,3,Terraced Duplexes,Ajah,Lagos
79000000,4,5,6,4,Semi Detached Duplex,Lekki,Lagos
12000000,2,3,3,2,Detached Bungalow,Epe,Lagos
230000000,5,8,6,4,Detached Duplex,Katampe,Abuja
36000000,3,4,4,4,Terraced Duplexes,Lekki,Lagos
12000000,4,3,3,4,Detached Bungalow,Ojodu,Lagos
75000000,4,4,5,2,Detached Duplex,Lekki,Lagos
65000000,5,5,6,4,Terraced Duplexes,Jahi,Abuja
138000000,5,5,6,4,Detached Duplex,Lekki,Lagos
300000000,5,5,6,5,Detached Duplex,Lekki,Lagos
120000000,4,4,5,4,Detached Duplex,Mabushi,Abuja
100000000,5,5,6,4,Detached Duplex,Magodo,Lagos
140000000,5,5,6,4,Detached Duplex,Lekki,Lagos
100000000,5,6,6,7,Detached Duplex,Port Harcourt,Rivers
120000000,5,5,6,4,Detached Duplex,Lekki,Lagos
47000000,4,4,5,2,Block of Flats,Jahi,Abuja
85000000,4,5,5,4,Detached Duplex,Lekki,Lagos
16000000,3,3,3,4,Detached Bungalow,Dei-Dei,Abuja
200000000,4,5,5,5,Detached Duplex,Katampe,Abuja
50000000,4,5,5,4,Semi Detached Duplex,Lekki,Lagos
99000000,5,7,7,5,Detached Duplex,Lekki,Lagos
120000000,5,5,5,4,Detached Duplex,Lekki,Lagos
48000000,5,6,5,5,Detached Duplex,Port Harcourt,Rivers
15000000,1,5,5,4,Detached Bungalow,Ipaja,Lagos
600000000,5,5,5,4,Detached Duplex,Ikoyi,Lagos
32000000,4,4,5,4,Detached Duplex,Ajah,Lagos
500000000,4,4,4,4,Semi Detached Duplex,Maitama District,Abuja
69000000,4,4,5,4,Semi Detached Duplex,Ajah,Lagos
90000000,5,5,6,4,Detached Duplex,Lekki,Lagos
14000000,3,4,4,6,Semi Detached Bungalow,Lekki,Lagos
49000000,5,5,6,6,Semi Detached Duplex,Ibeju Lekki,Lagos
320000000,5,5,6,5,Detached Duplex,Lekki,Lagos
90000000,5,6,7,6,Detached Duplex,Lekki,Lagos
160000000,5,5,6,4,Detached Duplex,Lekki,Lagos
78000000,4,4,5,3,Semi Detached Duplex,Ajah,Lagos
1800000000,7,9,9,5,Detached Duplex,Ikoyi,Lagos
55000000,4,4,5,3,Detached Duplex,Lekki,Lagos
50000000,4,5,5,4,Detached Duplex,Port Harcourt,Rivers
100000000,4,5,5,4,Block of Flats,Shomolu,Lagos
65000000,4,4,5,4,Terraced Duplexes,Lekki,Lagos
50000000,3,5,5,4,Block of Flats,Ikeja,Lagos
120000000,4,4,5,6,Detached Duplex,Apo,Abuja
1300000000,6,6,7,6,Detached Duplex,Ikoyi,Lagos
850000000,5,5,5,4,Detached Duplex,Asokoro District,Abuja
85000000,5,5,6,4,Detached Duplex,Lekki,Lagos
43000000,4,4,4,4,Detached Bungalow,Ikeja,Lagos
150000000,3,5,4,4,Block of Flats,Ikoyi,Lagos
410000000,5,5,5,4,Detached Duplex,Lekki,Lagos
150000000,2,2,3,4,Semi Detached Duplex,Ado-Ekiti,Ekiti
90000000,4,4,5,3,Detached Duplex,Lekki,Lagos
40000000,3,5,5,4,Terraced Duplexes,Ajah,Lagos
35000000,3,4,5,4,Terraced Duplexes,Lekki,Lagos
380000000,5,6,6,4,Detached Duplex,Lekki,Lagos
130000000,5,5,5,4,Detached Duplex,Lekki,Lagos
110000000,4,4,5,4,Detached Duplex,Lekki,Lagos
70000000,4,5,5,2,Detached Duplex,Ajah,Lagos
77000000,4,4,5,6,Detached Duplex,Lekki,Lagos
900000000,5,5,5,4,Detached Duplex,Ikoyi,Lagos
130000000,4,4,5,4,Terraced Duplexes,Lekki,Lagos
19500000,3,3,4,3,Detached Duplex,Ibeju Lekki,Lagos
50000000,4,4,5,4,Detached Duplex,Ajah,Lagos
500000000,7,1,1,2,Detached Duplex,Katampe,Abuja
135000000,4,4,5,6,Detached Duplex,Lekki,Lagos
35000000,1,1,1,4,Block of Flats,Owerri Municipal,Imo
120000000,3,3,4,2,Block of Flats,Mabushi,Abuja
135000000,5,5,5,4,Detached Duplex,Lekki,Lagos
80000000,4,5,5,4,Detached Duplex,Lekki,Lagos
50000000,4,4,5,3,Semi Detached Duplex,Life Camp,Abuja
200000000,5,5,6,4,Detached Duplex,Lekki,Lagos
60000000,4,4,5,3,Detached Duplex,Ajah,Lagos
140000000,4,4,5,4,Terraced Duplexes,Ikoyi,Lagos
110000000,6,6,6,9,Detached Duplex,Oredo,Edo
55000000,4,4,5,3,Semi Detached Duplex,Maryland,Lagos
65000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
125000000,5,6,7,4,Detached Duplex,Lekki,Lagos
250000000,5,5,6,3,Semi Detached Duplex,Ikoyi,Lagos
135000000,5,6,6,6,Detached Duplex,Lekki,Lagos
77000000,4,4,5,4,Terraced Duplexes,Life Camp,Abuja
150000000,4,5,5,4,Terraced Duplexes,Port Harcourt,Rivers
100000000,5,5,6,4,Detached Duplex,Lekki,Lagos
90000000,5,6,6,4,Detached Duplex,Lekki,Lagos
1400000000,6,6,7,4,Detached Duplex,Ikoyi,Lagos
16000000,4,4,4,4,Detached Bungalow,Ipaja,Lagos
23000000,3,3,4,2,Detached Bungalow,Ibeju Lekki,Lagos
65000000,4,4,5,4,Detached Duplex,Ajah,Lagos
170000000,7,8,9,4,Detached Duplex,Lekki,Lagos
232000000,5,6,6,4,Detached Duplex,Lekki,Lagos
150000000,4,5,5,1,Terraced Duplexes,Jabi,Abuja
320000000,5,6,6,6,Detached Duplex,Lekki,Lagos
270000000,5,5,5,7,Detached Duplex,Owerri Municipal,Imo
85000000,6,6,7,8,Detached Duplex,Alimosho,Lagos
50000000,4,4,5,2,Semi Detached Duplex,Dakwo,Abuja
40000000,6,5,5,4,Detached Duplex,Kubwa,Abuja
180000000,4,4,5,4,Semi Detached Duplex,Ikoyi,Lagos
120000000,4,4,5,2,Terraced Duplexes,Guzape District,Abuja
160000000,5,6,7,8,Detached Duplex,Lekki,Lagos
220000000,5,5,6,1,Detached Duplex,Lekki,Lagos
58000000,4,4,5,2,Detached Duplex,Lekki,Lagos
32900000,3,3,4,4,Detached Duplex,Ajah,Lagos
120000000,5,5,6,4,Detached Duplex,Lekki,Lagos
85000000,4,4,5,4,Semi Detached Duplex,Gwarinpa,Abuja
290000000,5,6,6,5,Detached Duplex,Ikoyi,Lagos
60000000,5,5,5,4,Detached Duplex,Ibeju Lekki,Lagos
120000000,5,5,6,4,Detached Duplex,Lekki,Lagos
24000000,3,3,4,4,Detached Bungalow,Ibeju Lekki,Lagos
95000000,5,5,6,4,Detached Duplex,Lekki,Lagos
150000000,5,5,5,4,Detached Duplex,Lekki,Lagos
40000000,3,3,4,3,Terraced Duplexes,Lokogoma District,Abuja
250000000,5,5,6,4,Detached Duplex,Lekki,Lagos
120000000,5,5,5,5,Detached Duplex,Lekki,Lagos
180000000,5,5,6,4,Detached Duplex,Lekki,Lagos
65000000,4,5,6,3,Semi Detached Duplex,Lekki,Lagos
85000000,4,4,5,3,Detached Duplex,Lekki,Lagos
80000000,5,5,6,7,Detached Duplex,Lekki,Lagos
50000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
43500000,5,3,4,4,Detached Duplex,Isolo,Lagos
